Miranda,Gonzales,5,358.8157,Srebrna
Abigail,Gonzalez,8,331823.8605,Zlota
Adriana,Gonzalez,5,14633.1836,Srebrna
Michael,Graff,4,302119.1881,Zlota
Derek,Graham,4,80262.2493,Zlota
Lowell,Graham,8,166136.4831,Zlota
Jon,Grande,4,318625.6048,Zlota
Ariana,Gray,6,11634.1343,Srebrna
Blake,Green,5,317.3561,Srebrna
Samuel,Green,5,258.2275,Srebrna
Jane,Greer,8,58808.1531,Zlota
Jason,Griffin,27,1617.0356,Srebrna
Geoff,Grisso,8,74645.4634,Zlota
Douglas,Groncki,4,49614.9179,Zlota
Brian,Groth,5,18228.3542,Srebrna
Hattie,Haemon,12,107198.4605,Zlota
Erin,Hagens,8,67712.4799,Zlota
Jan,Hall,5,424.4196,Srebrna
Bryan,Hamilton,4,77862.1397,Zlota
Jean,Handley,12,124014.5979,Zlota
Kerim,Hanif,8,106357.9807,Zlota
John,Hanson,7,7834.8172,Srebrna
Mark,Hanson,12,170328.5592,Zlota
William,Hapke,8,8393.509,Srebrna
Katherine,Harding,4,54905.1516,Zlota
Kimberly,Harrington,4,25064.6472,Zlota
Lucy,Harrington,8,97031.2173,Zlota
Keith,Harris,8,28309.9672,Srebrna
Doris,Hartwig,4,135766.4747,Zlota
Roger,Harui,12,989184.082,Zlota
Ann,Hass,5,3964.3645,Srebrna
Mark,Hassall,4,120813.0175,Zlota
Neal,Hasty,4,119231.7975,Zlota
James,Haugh,8,281909.8552,Zlota
Jeff,Hay,4,119150.4488,Zlota
Margaret,He,5,14662.5435,Srebrna
Brenda,Heaney,9,99904.7516,Zlota
James,Hendergart,12,475892.0433,Zlota
Ashley,Henderson,27,1786.0233,Srebrna
Kaitlyn,Henderson,5,14690.1686,Srebrna
Valerie,Hendricks,12,801766.21,Zlota
Jay,Henningsen,8,178184.8558,Zlota
Kari,Hensien,10,38452.4651,Zlota
Haley,Hernandez,5,529.2399,Srebrna
José,Hernandez,16,769.7546,Srebrna
Cheryl,Herring,12,481357.9195,Platynowa
Ronald,Heymsfield,7,5887.9998,Srebrna
Sidney,Higa,4,291627.3902,Zlota
Onetha,Higgs,8,17225.5661,Srebrna
Fran,Highfill,7,4010.9492,Srebrna
Blake,Hill,5,145.3518,Srebrna
Reinout,Hillmann,4,127265.1484,Zlota
Mike,Hines,10,156413.2374,Zlota
Matthew,Hink,4,243845.1788,Zlota
Nancy,Hirota,12,452727.9318,Zlota
Rose,Hirsch,6,7194.1139,Srebrna
Douglas,Hite,12,113785.9264,Zlota
David,Hodgson,6,3167.0972,Srebrna
Barbara,Hoffman,7,5959.037,Srebrna
Jean,Holloway,5,7960.2602,Srebrna
Juanita,Holman,8,350717.9904,Zlota
Joe,Howard,8,61405.0318,Zlota
Janice,Hows,5,2760.0653,Srebrna
Rosa,Hu,5,14603.2934,Srebrna
Morgan,Hughes,5,532.4664,Srebrna
Phyllis,Huntsman,4,460174.8591,Zlota
Lucio,Iallo,12,77139.5923,Zlota
Beth,Inghram,7,9411.4058,Srebrna
Richard,Irwin,6,45690.8544,Zlota
Erik,Ismert,7,19502.5955,Srebrna
Raman,Iyer,8,31992.6547,Srebrna
Charles,Jackson,27,1585.6648,Srebrna
Eric,Jacobsen,4,24125.5655,Zlota
Jodan,Jacobson,6,10196.1966,Srebrna
Sean,Jacobson,4,31667.3341,Zlota
David,Jaffe,4,25614.0199,Zlota
Jeremiah,James,5,317.9086,Srebrna
Jay,Jamison,6,9104.4789,Srebrna
Joyce,Jarvis,4,66227.5116,Zlota
Alexandra,Jenkins,16,1107.3099,Srebrna
Samantha,Jenkins,27,1468.8883,Srebrna
George,Jiang,4,33032.3816,Zlota
Stephen,Jiang,8,33364.2043,Zlota
Barry,Johnson,5,98196.569,Zlota
David,Johnson,8,435986.1289,Zlota
Samuel,Johnson,12,218031.225,Zlota
Tom,Johnston,12,208054.1284,Zlota
Brannon,Jones,12,445392.9589,Zlota
Cindy,Jordan,5,262.0951,Srebrna
Jean,Jordan,8,323176.2786,Zlota
Peggy,Justice,8,14794.6375,Srebrna
John,Kane,4,131237.7017,Zlota
Lori,Kane,8,358195.771,Zlota
Sandeep,Katyal,4,167617.4199,Zlota
Kendall,Keil,4,149592.9358,Zlota
John,Kelly,12,481860.9122,Zlota
Robert,Kelly,5,1935.1035,Srebrna
Jim,Kennedy,4,249384.5213,Zlota
Kevin,Kennedy,7,16240.964,Srebrna
Mitch,Kennedy,8,644168.1552,Zlota
Mary,Kesslep,8,340132.1268,Zlota
Imtiaz,Khan,4,98531.0126,Zlota
Karan,Khanna,4,127453.7862,Zlota
Jim,Kim,8,285873.6939,Zlota
Shane,Kim,8,329064.433,Zlota
Tim,Kim,4,144435.8847,Zlota
Kirk,King,4,141699.989,Zlota
Russell,King,4,92154.313,Zlota
Anton,Kirilov,8,757449.6804,Zlota
Sandra,Kitt,9,114722.0767,Zlota
Andrew,Kobylinski,9,194043.4591,Zlota
Reed,Koch,4,270690.6142,Zlota
Eugene,Kogan,8,514317.5252,Zlota
Scott,Konersmann,8,3980.787,Srebrna
Joy,Koski,4,217615.377,Zlota
Pamala,Kotc,4,132439.4619,Zlota
Edward,Kozlowski,4,493816.8809,Zlota
Diane,Krane,8,279722.7664,Zlota
Judith,Krane,8,330853.4536,Zlota
Kay,Krane,12,43717.8009,Srebrna
Margaret,Krupka,7,182777.7771,Zlota
Jeffrey,Kung,7,5020.0276,Srebrna
Vamsi,Kuppa,4,103991.2657,Zlota
Peter,Kurniawan,5,2183.9598,Srebrna
Jeffrey,Kurtz,8,393520.7995,Zlota
Luke,Lal,17,975.384,Srebrna
Eric,Lang,4,130404.7884,Zlota
Rebecca,Laszlo,4,228053.1314,Zlota
Elsa,Leavitt,8,302690.5743,Zlota
Marjorie,Lee,4,155877.0993,Zlota
Robertson,Lee,4,443136.5854,Zlota
Jolie,Lenehan,4,176701.5844,Zlota
Roger,Lengel,4,167810.3704,Zlota
Gloria,Lesko,11,186803.4277,Zlota
Linda,Leste,8,172785.8625,Zlota
Judy,Lew,8,248869.8958,Zlota
Brianna,Lewis,5,215.7182,Srebrna
George,Li,8,5696.577,Srebrna
Yale,Li,12,449023.1024,Platynowa
Yan,Li,7,112703.6757,Zlota
Yuhong,Li,5,8669.5054,Srebrna
Joseph,Lique,4,147426.0348,Zlota
Paulo,Lisboa,4,202494.917,Zlota
David,Liu,12,421079.058,Zlota
Jinghao,Liu,8,331231.2975,Zlota
Kevin,Liu,8,718258.8109,Zlota
Run,Liu,9,173851.9306,Zlota
Todd,Logan,8,7093.4713,Srebrna
John,Long,10,79847.8229,Zlota
Sharon,Looney,8,11945.3244,Srebrna
Katelyn,Lopez,5,257.1447,Srebrna
Marco,Lopez,6,11567.5595,Srebrna
Spencer,Low,12,251643.9575,Zlota
Anita,Lucerne,4,160410.3804,Zlota
Richard,Lum,12,605358.542,Platynowa
Judy,Lundahl,4,164650.482,Zlota
Helen,Lutes,11,168144.5376,Zlota
Robert,Lyeba,6,28114.4842,Zlota
Sharon,Lynn,4,30177.3446,Zlota
Robert,Lyon,6,9549.7189,Srebrna
Jenny,Lysaker,4,69515.4239,Zlota
Denise,Maccietto,7,34242.491,Zlota
Scott,MacDonald,5,87227.3226,Zlota
Parul,Manek,4,38649.3061,Zlota
Kathy,Marcovecchio,8,96507.6623,Zlota
Melissa,Marple,11,35703.6859,Zlota
Cecelia,Marshall,8,21069.7806,Zlota
Frank,Mart¡nez,4,402574.8569,Zlota
Benjamin,Martin,4,22929.4604,Zlota
Gina,Martin,17,1009.1637,Srebrna
Jill,Martin,5,265.2112,Srebrna
Linda,Martin,8,70217.2163,Zlota
Mindy,Martin,8,40188.4765,Zlota
Andrew,Martinez,16,634.0494,Srebrna
Steve,Masters,8,24593.9994,Srebrna
Jennifer,Maxham,6,5271.5439,Srebrna
Chris,Maxwell,7,6276.6629,Srebrna
Sandra,Maynard,12,483162.6054,Zlota
Walter,Mays,8,51015.5565,Zlota
Stacie,Mcanich,4,381607.9961,Zlota
Katie,McAskill-White,8,322801.3294,Zlota
Lola,McCarthy,8,604794.7839,Zlota
Jane,McCarty,4,399980.8799,Zlota
Nikki,McCormick,5,1821.0996,Srebrna
James,McCoy,8,533078.2844,Zlota
Robin,McGuigan,12,824331.7682,Zlota
Nkenge,McLin,7,122815.4725,Zlota
Nancy,McPhearson,4,109753.0267,Zlota
Raquel,Mello,8,30113.5272,Srebrna
R. Morgan,Mendoza,5,12534.8796,Srebrna
Tosh,Meston,8,140787.7392,Zlota
Deanna,Meyer,3,16897.722,Zlota
Eric,Meyer,11,93877.1811,Zlota
Helen,Meyer,7,12778.5771,Srebrna
Gary,Meyerhoff,4,77287.5609,Zlota
Ramesh,Meyyappan,4,66640.3556,Zlota
Dylan,Miller,11,35940.1377,Srebrna
Emilo,Miller,4,74771.1754,Zlota
Frank,Miller,7,11245.176,Srebrna
Matthew,Miller,8,24931.8214,Zlota
Virginia,Miller,8,3358.5076,Srebrna
Scott,Mitchell,8,99688.7645,Zlota
Jada,Morgan,16,909.3822,Srebrna
Janet,Munoz,6,13800.5325,Srebrna
Larry,Munoz,7,12230.1493,Srebrna
Nichole,Nara,5,14691.395,Srebrna
Jerome,Navarro,16,836.7838,Srebrna
Sean,Nelson,5,340.307,Srebrna
James,Parker,5,674.2601,Srebrna
Eduardo,Patterson,17,1083.7513,Srebrna
Hailey,Patterson,27,1331.9455,Srebrna
Dalton,Perez,28,1314.2103,Srebrna
Ana,Perry,17,1276.8501,Srebrna
Jared,Peterson,16,1134.0509,Srebrna
Jessica,Peterson,5,272.9462,Srebrna
Jasmine,Powell,16,935.6812,Srebrna
Dominique,Prasad,6,10309.8707,Srebrna
Oscar,Price,5,265.2112,Srebrna
Amanda,Rivera,5,183.3307,Srebrna
Mason,Roberts,28,1458.6118,Srebrna
Seth,Roberts,5,285.2559,Srebrna
Andrea,Rogers,5,341.0694,Srebrna
Shelby,Rogers,5,141.2191,Srebrna
Isabella,Russell,16,721.6317,Srebrna
Samantha,Russell,17,876.8733,Srebrna
Samuel,Russell,5,343.5777,Srebrna
Francisco,Sara,5,14546.9273,Srebrna
April,Shan,25,1112.5477,Srebrna
Maurice,Shan,6,14265.1836,Srebrna
Brad,She,5,14556.3751,Srebrna
Jennifer,Simmons,27,1245.1368,Srebrna
Sarah,Simmons,16,722.9689,Srebrna
Shanay,Steelman,8,68384.4244,Zlota
Stefano,Stefani,8,68644.5658,Zlota
Alice,Steiner,4,21186.4118,Zlota
Wathalee,Steuber,4,27794.1107,Zlota
Jim,Stewart,8,51183.5661,Zlota
Robert,Stotka,8,55823.3779,Zlota
Ruby Sue,Styles,11,13583.5227,Srebrna
Min,Su,8,360816.5491,Zlota
Gary,Suess,4,159695.459,Zlota
Ruth,Suffin,4,166384.0535,Zlota
Elizabeth,Sullivan,8,471689.9206,Zlota
Michael,Sullivan,7,32609.6356,Zlota
Marcia,Sultan,8,678828.8377,Zlota
Arturo,Sun,16,620.4912,Srebrna
Nate,Sun,8,461467.3178,Zlota
Krishna,Sunkammurali,8,631355.0743,Zlota
Brad,Sutton,4,185558.8316,Zlota
Shelly,Szymanski,4,19949.7654,Zlota
Julie,Taft-Rider,8,309440.2794,Zlota
Clarence,Tatman,4,158661.4517,Zlota
Damon,Taylor,5,5734.4915,Srebrna
Denis,Taylor,4,164735.9592,Zlota
Madison,Taylor,5,237.8955,Srebrna
Mike,Taylor,8,12543.4908,Srebrna
Vanessa,Tench,4,121147.8071,Zlota
Jeff,Teper,8,164824.0728,Zlota
Judy,Thames,6,4748.4513,Srebrna
Karen,Theisen,8,325324.054,Zlota
Logan,Thomas,5,277.5762,Srebrna
Phyllis,Thomas,12,442054.0945,Zlota
Daniel,Thompson,4,181477.8617,Zlota
Kendra,Thompson,4,241374.5037,Zlota
Ryan,Thompson,27,1255.6675,Srebrna
Rossane,Thoreson,4,119292.9236,Zlota
Yuping,Tian,8,516254.7953,Zlota
Mike,Tiano,8,280716.3647,Zlota
Diane,Tibbott,12,302061.1054,Zlota
Anna,Townsend,4,132423.9085,Zlota
Glenn,Track,4,225213.746,Zlota
Abe,Tramel,8,9336.9338,Srebrna
Doris,Traube,8,4936.1176,Srebrna
Billy,Trent,4,115500.1941,Zlota
David,Trolen,4,83314.8579,Zlota
Christie,Trujillo,4,93981.0186,Zlota
Lynn,Tsoflias,8,99385.9745,Zlota
Gracia,Tuell,4,130063.1207,Zlota
Phyllis,Tuffield,4,111168.3274,Zlota
Jordan,Turner,7,12376.8506,Srebrna
Jose,Turner,5,301.3226,Srebrna
Morgan,Turner,5,289.9742,Srebrna
Sairaj,Uddin,8,381763.5549,Zlota
Sunil,Uppal,12,257252.7645,Zlota
Mary,Vaca,9,148385.9496,Zlota
Rachel,Valdez,4,120560.4446,Zlota
Jessie,Valerio,4,99440.3238,Zlota
Johnathan,Van Eaton,4,166847.2483,Zlota
Mandy,Vance,8,725867.1659,Zlota
Gregory,Vanderbout,8,195196.9483,Zlota
Michael,Vanderhyde,8,113981.9967,Zlota
Margaret,Vanderkamp,12,650362.0535,Zlota
Kara,Vanderlinden,4,162979.1262,Zlota
Nieves,Vargas,8,378936.0887,Zlota
Ranjit,Varkey Chudukatil,4,311393.1457,Zlota
Patricia,Vasquez,8,538333.4655,Zlota
Raja,Venugopal,8,307946.0796,Zlota
Kevin,Verboort,8,13135.0333,Srebrna
Dora,Verdad,8,10033.8172,Srebrna
Wanda,Vernon,4,211671.2674,Zlota
Robert,Vessa,12,919801.8188,Zlota
Caroline,Vicknair,8,313671.5352,Zlota
Charles,Walker,5,329.5221,Srebrna
Chloe,Wilson,5,452.0777,Srebrna
Jackson,Wright,5,282.8138,Srebrna
Sierra,Young,16,701.4987,Srebrna
Lacey,Zheng,7,12429.5465,Srebrna
